,search,searched,category,contents
55,결막염,감기,증상,감염된 바이러스의 종류에 따라서도  또 호흡기의 어느 곳이 주로 침해되었느냐에 따라서도 증세는 달라진다.  일반적으로 감기의 흔한 증상은 콧물이 나오고 코가 막히며 가래를 동반한 기침 등의 호흡기 증상과 목에 염증이 생기며 열이 나고  기운이 없으면서 온몸이 쑤시고 아픈 전신 증상이 있다.  1. 코감기  코감기는 리노바이러스에 의해 나타나는 가장 흔한 감기이다. 증상은 주체할 수 없을 정도로 많은 콧물이 나고  코가 간지러우면서 재채기가 많이 나며  코막힘  두통  미열 등이 있을 수 있다.  2. 목감기  목감기는 주로 아데노바이러스에 의한 감기로 목안쪽의 인두에 염증을 일으켜서 목안이 충혈되고  목이 붓고 아프며  간질간질 하고 심한 경우는 목이 잠겨서 목소리가 잘 나오지 않을 정도로 쉬게 되고 때로는 눈꼽도 낄 수 있다.  목감기시 흔히 열은 섭씨 약 38도이고 두통이 있고  관절통이 있고  피로하고  기운이 없고 온몸과 팔다리가 쑤시고 아픈 증상이 있어서 “몸살감기”라고도 한다.  3. 기타  그 외에도 파라인플루엔자 바이러스는 급성 후두염을 잘 일으켜서 목이 쉬고  개짖는 듯한 컹컹하는 기침 증상을 나타낸다.  RS바이러스는 폐의 작은 기관지에 급성 모세기관지염을 일으켜서 주로 밤잠을 못잘 정도로 심한 기침과 많은 양의 가래를 뱉는 증상을 일으키며 호흡곤란까지 일으킨다.  4. 유행성 독감  인플루엔자 바이러스에 의한 유행성 독감은 일반적인 감기 증상과 달라서 아주 심한 고열과 춥고 떨리는 오한이 나면서  온몸의 뼈마디가 쑤시는 몸살 증세가 나타나고  객담이 별로 없는 마른 기침 등의 증상이 나타난다.  대개는 발열이나 오한과 함께 여러 가지 증상이 복합적으로 나타나게 되며  드물게는 결막염이나 설사가 같이 동반되기도 한다.  감기는 대부분 1주일 정도면 가라앉지만 심한 경우에는 한 달 이상 지속되어 합병증을 유발할 수 있으므로 안정을 취하면서 충분한 영양 섭취를 하는 것이 좋다.  영  유아에서는 발열  기침 등의 염증 증상 외에도 급격하게 호흡곤란에 빠져들 때가 있으므로  아이가 감기에 걸렸을 때에는 호흡의 상태를 주의해서 살펴야 한다.   # 합병증  옛날부터 감기는 만병의 근원이라고 전하여 왔다. 이는 감기를 대수롭지 않게 소홀히 하면 합병증을 일으키고 또는 생명에 위독한 질병도 처음에는 마치 감기처럼 시작하기 때문이다.  감기의 주요 3대 합병증으로서 중이염  축농증(부비동염)  기관지염이 있고  그외 비염  폐렴  뇌막염(무균성 뇌수막염)등이 있다.  감기 증상이 3주 이상 지속되거나 청력감소  귀의 통증  코가 목 뒤로 넘어가는 증상인 후비루  만성기침 등의 증상이 있는 경우 합병증을 의심해 볼 수 있다.  만성 기관지염  기관지 천식  기관지 확장증 등 만성 폐쇄성 폐질환을 가지고 있는 환자는 감기에 걸려 증상이 더 악화되고  급성 호흡부전을 일으킬 수 있다.  심장판막증 등 심장병을 가진 환자가 감기에 걸리면 울혈성 심부전증으로 호흡곤란 등 증상이 심해질 수 있으므로 특별히 주의해야 한다.  때로는 1년 내내 콧물  재채기  기침  눈가려움증 등으로 고생한다고 하는 환자는 감기라기 보다는 “알레르기성 비염”일 가능성이 많다.  특히 노인의 경우는 합병증이 생겨도 겉으로는 증상이 뚜렷하지 않은 경우가 많으므로 감기로 오랫동안 시름시름 앓으면 반드시 전문의의 진단을 받아보아야 한다.
56,백내장,당뇨병,증상,당뇨병의 4대 증상  1. 다뇨 2. 다음 3. 다갈 4. 다식  이것은 스스로 느끼는 최초의 증상으로 많은 양의 소변을 보게 되니까 자연히 갈증이 심해지고  그로 인해 물을 많이 마시게 된다. 그리고 항상 배가 고파서 아무리 먹어도 공복감이 생긴다.  그 외에 체중 감소  쇠약감 등을 호소할 수 있다. 인슐린 의존형 당뇨병에서는 체중의 감소가 아주 심하지만  인슐린 비의존형 당뇨병에서는 약간의 체중 감소가 있을 뿐 흔히 비만한 채로 남아있는 경우가 흔하다.  여성에서는 당뇨로 인해 음부의 가려움증을 호소하는 경우가 흔한데  환자들이 호소하는 증상 중에는 종아리의 경련이나 손가락 끝의 저림 등 비특이적인 것들도 있다. 일반적으로 경련은 흔히 밤에 심하고  발저림의 증상이 발끝에는 잘 생기지 않는것이 특징이다.  변비도 가끔 환자들이 호소하는 증상이며  고혈당으로 안구의 렌즈 굴곡도가 달라져 시력이 떨어지기도 한다.  합병증  당뇨병을 치료하지 않고 그대로 두면 인체 내 여러 곳에 나쁜 영향을 미쳐 치료하기 어려운 합병증이 발생되어 위험한 상태가 될 수 있으므로 조기 진단에 의해 올바른 치료를 계속해야 한다.  1. 혼수 2. 눈의 출혈  백내장  시력장애  망막증 3. 신부전증 4. 신경병증 (팔 다리의 감각상실  수족냉증  야간 통증  경련 등) 5. 상처 치유의 지연 6. 고혈압 7. 고지혈증 8. 동맥경화증 9. 관상동맥 경화증  협심증 10. 감염증(폐렴  칸디다 질염  종기 등)  부스럼  가려움증  또한 위와 장의 자율신경계에 신경병증이 오게 되면 속이 더부룩하고 구토  변비 설사가 일어나기도 하며  방광이나 직장에 오면 대소변을 자신의 의지와 관계없이 보게 되는 요실금이나 대변실금을 나타낼 수 있다.  그 외의 모든 신경에 신경병증을 일으킬 수 있고  그에 따라 여러 가지 증상이 나타날 수 있다.
57,백내장,풍진,증상,잠복기는 14내지 21이며 잠복기가 지나면 먼저 감기 몸살처럼 2-3일간 열이 나고 온몸이 쑤시는 증상이 있다가 피부에 붉은 반점이 나타난다. 피부발진은 얼굴에서 시작해서 1-2일 동안에 가슴  배  팔  다리로 번져 나간다. 눈의 결막이 충혈하기도 한다. 이밖에 가벼운 기침이 나거나 목이 빨개지고 아프거나  고열이 계속되고 성인에서는 두통이나 요통이 있는 경우도 있다. 풍진의 증세는 일반적으로 소아에서는 가볍고 성인에서는 위중한 경향이 있으나 발병 후 3일째가 고비이고  4일째부터는 열이 내리고 발진  눈의 충혈  림프절의 종창 등도 3~5일이면 가시며 낫는다. 임산부가 풍진에 걸리면 태아에게 나쁜 영향을 미쳐서 사산하거나 기형아를 낳게나 하는 위험이 있어서  임산부는 특히 풍진을 조심해야 하고 여성들은 15세 전후에 꼭 풍진 예방접종을 추가로 받아두어야 한다. 임신초기(3개월이전)에 감염되면 초기 유산되는 경우가 많고 유산은 피했더라도 약 50-75%가 기형아를 분만하게 되며 또는 사산아를 낳거나 태어난 후 수일 후 생명을 잃기도 하는 무서운 병이다. 임신 3-7개월 사이에 감염되면 이때 조산이 되거나 약 25%가 기형아를 낳는다. 간비장 종대  정신지체  선천성 심장질환(동맥관 개존증  폐동맥지협착  심방 및 심실중격 결손 등)  백내장  청각 장애 등 치명적인 다발성 기형을 가진 선천성 풍진 증후군을 초래할 수 있다. 풍진은 한 번 걸리면 두 번 다시 걸리지 않는다. 또 아기는 어머니로부터 받은 면역체로 생후 6개월 정도까지 잘 이환하지 않는다. 따라서 3~10세의 소아에게 많으나 소아기에 감염이 되지 않고 청년기에 이환 되는 사람도 있다.  - 합병증 폐렴  수막염이나 뇌염  혈소판감소성자반병 등을 일으키는 일이 있으나 확률은 드물다.
58,비염,감기,증상,감염된 바이러스의 종류에 따라서도  또 호흡기의 어느 곳이 주로 침해되었느냐에 따라서도 증세는 달라진다.  일반적으로 감기의 흔한 증상은 콧물이 나오고 코가 막히며 가래를 동반한 기침 등의 호흡기 증상과 목에 염증이 생기며 열이 나고  기운이 없으면서 온몸이 쑤시고 아픈 전신 증상이 있다.  1. 코감기  코감기는 리노바이러스에 의해 나타나는 가장 흔한 감기이다. 증상은 주체할 수 없을 정도로 많은 콧물이 나고  코가 간지러우면서 재채기가 많이 나며  코막힘  두통  미열 등이 있을 수 있다.  2. 목감기  목감기는 주로 아데노바이러스에 의한 감기로 목안쪽의 인두에 염증을 일으켜서 목안이 충혈되고  목이 붓고 아프며  간질간질 하고 심한 경우는 목이 잠겨서 목소리가 잘 나오지 않을 정도로 쉬게 되고 때로는 눈꼽도 낄 수 있다.  목감기시 흔히 열은 섭씨 약 38도이고 두통이 있고  관절통이 있고  피로하고  기운이 없고 온몸과 팔다리가 쑤시고 아픈 증상이 있어서 “몸살감기”라고도 한다.  3. 기타  그 외에도 파라인플루엔자 바이러스는 급성 후두염을 잘 일으켜서 목이 쉬고  개짖는 듯한 컹컹하는 기침 증상을 나타낸다.  RS바이러스는 폐의 작은 기관지에 급성 모세기관지염을 일으켜서 주로 밤잠을 못잘 정도로 심한 기침과 많은 양의 가래를 뱉는 증상을 일으키며 호흡곤란까지 일으킨다.  4. 유행성 독감  인플루엔자 바이러스에 의한 유행성 독감은 일반적인 감기 증상과 달라서 아주 심한 고열과 춥고 떨리는 오한이 나면서  온몸의 뼈마디가 쑤시는 몸살 증세가 나타나고  객담이 별로 없는 마른 기침 등의 증상이 나타난다.  대개는 발열이나 오한과 함께 여러 가지 증상이 복합적으로 나타나게 되며  드물게는 결막염이나 설사가 같이 동반되기도 한다.  감기는 대부분 1주일 정도면 가라앉지만 심한 경우에는 한 달 이상 지속되어 합병증을 유발할 수 있으므로 안정을 취하면서 충분한 영양 섭취를 하는 것이 좋다.  영  유아에서는 발열  기침 등의 염증 증상 외에도 급격하게 호흡곤란에 빠져들 때가 있으므로  아이가 감기에 걸렸을 때에는 호흡의 상태를 주의해서 살펴야 한다.   # 합병증  옛날부터 감기는 만병의 근원이라고 전하여 왔다. 이는 감기를 대수롭지 않게 소홀히 하면 합병증을 일으키고 또는 생명에 위독한 질병도 처음에는 마치 감기처럼 시작하기 때문이다.  감기의 주요 3대 합병증으로서 중이염  축농증(부비동염)  기관지염이 있고  그외 비염  폐렴  뇌막염(무균성 뇌수막염)등이 있다.  감기 증상이 3주 이상 지속되거나 청력감소  귀의 통증  코가 목 뒤로 넘어가는 증상인 후비루  만성기침 등의 증상이 있는 경우 합병증을 의심해 볼 수 있다.  만성 기관지염  기관지 천식  기관지 확장증 등 만성 폐쇄성 폐질환을 가지고 있는 환자는 감기에 걸려 증상이 더 악화되고  급성 호흡부전을 일으킬 수 있다.  심장판막증 등 심장병을 가진 환자가 감기에 걸리면 울혈성 심부전증으로 호흡곤란 등 증상이 심해질 수 있으므로 특별히 주의해야 한다.  때로는 1년 내내 콧물  재채기  기침  눈가려움증 등으로 고생한다고 하는 환자는 감기라기 보다는 “알레르기성 비염”일 가능성이 많다.  특히 노인의 경우는 합병증이 생겨도 겉으로는 증상이 뚜렷하지 않은 경우가 많으므로 감기로 오랫동안 시름시름 앓으면 반드시 전문의의 진단을 받아보아야 한다.
59,비염,아토피성 피부염,증상,아토피성 피부염의 임상양상은 가려움이 있으며  피부가 거칠고 건조하고  증상이 악화와 호전을 반복하는 등 매우 다양하여 개개인의 차이뿐 아니라 연령에 따라서도 차이가 있고  인종에 따라서도 임상양상의 차이가 있다.  아토피성 피부염은 다음과 같이 분류한다.  1. 영아형 아토피성 피부염  가장 흔한 형태이고 태어난 직후부터 한 살 이전에 나타나는데  대개 백일을 전후하여 많이 발생하며  유아기에는 진물이나 딱지 형태의 급성 습진성 병변의 양상을 흔히 나타낸다. 초기에는 뺨  이마  두피 등의 피부가 거칠고  붉은색을 띠며 아이들이 몹시 보채는 특징을 보이며  기저귀가 닿는 부분이나  몸이 접히는 부분에 심하게 나타날 수 있다. 또한 체간이나 사지에도 병변이 같이 있는 경우도 있으며 귓볼  팔꿈치 안쪽과 무릎 뒤 부위의 특징적인 침범은 유아기의 후반에 형성되는데  간혹 출생 시 엄마로부터 여성호르몬을 받아서 이것에 의한 경우가 있으므로 이를 잘 구분해 주어야 하며  아이들이 어리고  지저분하게 보인다고 집에서 자주 씻기는 것은 권장할만한 방법이 못 된다.  2. 소아형 아토피성 피부염  대개 3세에서 10세 전후에 발생하는 형태로 일부에서는 영아형이 소아형으로 진행되기도 하며  이때는 영아형에서 보이던 소견이 많이 완화되어 안면부위에는 덜 침범 되나 팔꿈치 안쪽과 무릎 뒤 부위는 후기로 갈수록 침범이 뚜렷해지는데  피부가 전반적으로 건조하며  얇은 피부조각이 많이 일어나고  특히 팔다리의 접히는 부분이 두꺼워져 있으며 심한 가려움증 때문에 밤에 잠을 못자는 경우가 많다. 특히 건조한 계절인 겨울철에 더욱 심하고  수영이나 목욕 후에 더 가려움을 호소하는 경우가 있다. 일부 환자에서는 손바닥이나 발바닥이 두꺼워지고  갈라져서 마치 엄마들에게서 보이는 주부습진의 형태를 나타내는 수가 많다.  3. 성인형 아토피성 피부염  성인형은 대개 늦게 아토피성 피부염이 발생한 경우나  어릴 적에 있던 아토피성 피부염이 없어졌다가 다시 발생하는 경우로 외관상으로는 피부염을 나타내지 않으며  이마  눈 주위 등 특히 얼굴이나 목 부위가 심하게 두꺼워져 있고  피부건조  자극성 물질에 의한 피부자극이 있으면 주부습진이나 가려움증 등으로 생활에 지장을 초래할 정도로 고생하는 경우가 있다. 다른 형에 비하여 치료가 잘 안되고  심하면 평생 지속되는 예가 많다.
60,전립선,대장암,증상,대장암은 다양한 증상을 일으킬 수 있으나 특징적인 증상은 없다. 상당한 경우에서는 아무런 증상이 없는데도 불구하고 각종 검사로 대장암이 진단되기도 한다.  그러나 평소의 배변습관과는 달리 변비나 설사가 새로 나타나서 상당 기간 계속될 때  배가 자주 아플 때  대변의 굵기가 가늘어질 때  대변에 피가 묻거나 섞여 나올 때  그리고 대변을 본 이후에도 덜 본 것 같은 잔변감 또는 후중증이 있을 때는 나이가 40세 이상이면 대장암을 한번쯤 의심해 보아야 한다.  이런 증상은 대장  직장 또는 항문의 다른 질환일 때에도 흔히 나타나므로 정확한 검사로 구별해야 한다. 물론 암의 일반적인 증상인 체중 감소  식욕 감퇴  원인 미상의 피로감 또는 빈혈도 대장암에서 흔히 나타나는 증상이다.  증상의 종류와 정도는 대장에서 암이 어느 부위에 있는지 또는 어떤 모양인지  종양이 장을 막는지  그리고 암의 진행 정도에 따라 다양하다. 예를 들면 직장암에서는 대변에 피가 묻어 나오는 경우가 흔하고  좌측 대장암에서는 대변에 피가 섞여 나올 수 있으며  우측의 대장(상행결장)암에서는 흔히 눈에 보이지 않을 정도의 출혈이 계속되어 빈혈이 발생하기도 한다.  이런 경우에는 대변에 섞여 있는 아주 적은 양의 피도 찾아낼 수 있는 대변 잠혈검사가 진단에 큰 도움이 된다. 때로는 환자 스스로가 배를 눌러보아 덩어리가 있음을 알아차리는 경우도 있다. 종양이 장을 막아서 장폐색증이 발생하면 복통이 심하고 배가 불러지며 장이 꿈틀거리며 움직이는 것을 스스로 느낄 수도 있다.  좌측의 대장(하행결장  에스상 결장  직장)암에서는 평소의 배변습관과는 달리 변비나 설사를 일으키기도 하며  직장이나 에스상 결장과 같이 항문 가까운 곳에 암이 생길 때에는 변을 보기 힘들거나 대변이 가늘어지는 경우를 흔히 경험하게 된다.  대장암이 간으로 전이되는 경우에는 오른쪽 윗배가 뻐근하게 아플 수 있으며 황달이 나타나기도 한다. 복막으로 전이되면 배 전체가 답답하고 불편하며 때로는 복수가 차서 배가 불러지는 경우도 있다. 폐로 전이된 경우에는 호흡곤란과 기침이 문제가 되며 늑막에 전이되면 흉통과 호흡곤란을 호소하게 된다.
61,골다공증,갑상선기능항진증,증상,갑상선 기능 항진증의 대표적인 증세는 더위를 참지 못하는 것인데  흔하게 보이는 증상들은 다음과 같다.  # 흔하게 보이는 증상들  - 더위 참기가 어렵다(열 불내성) - 열의 발생이 많아져 체온을 정상으로 유지하기 위해서 피부의 혈관이 확장되고 땀을 많이 흘린다. - 겨울에는 추위를 덜 느낀다. - 피부가 따뜻하고 부드러우며  머리카락이 가늘고 잘 끊어진다. - 특별한 이유가 없이 피부가 가렵다. - 손톱이 잘 부스러지고 때로는 손톱과 그 밑이 뜨는 조갑박리증이 나타난다. - 손에서 미세한 떨림(진전)이 나타난다. - 활동량이 많다. - 팔과 허벅지 주위 근육이 약해지고 다리가 주기적으로 마비 될 수 있다. - 식욕이 좋은데도 신진대사가 항진되어 체중이 감소한다. - 쉽게 피로를 느끼고 전신 쇠약감으로 팔다리 힘이 빠진다. - 손이 떨리고 맥박이 빨라지고 가슴이 두근거린다(심계항진). 노인에게는 부정맥인 심방세동이 나타날 수 있다. - 언덕을 오르거나 계단을 오를 때 평소보다 더 심하게 숨이 찬다. - 신경이 예민해지고 불안해져서 흥분을 잘하고 주위 사람들과 다투는 경우가 많다. - 폐경기 여성에게서 골다공증이 나타날 수 있고  관절통이 생기기도 한다.  그 외 외관상으로는 갑상선이 비대해지는 것을 흔히 볼 수 있는데  갑상선이 목 앞 부분에 있어 목이 굵은 것처럼 보인다. 그러나 이런 증상이 일어나지 않는 경우도 있으므로 목 앞의 덩어리 크기만 가지고 갑상선 기능이 정상인지 알 수는 없다.  일부 환자는 눈이 커지고 튀어나오는 안구돌출이 나타나는데  이 역시 모든 환자에서 나타나는 것은 아니다. 환자마다 그 정도가 다른데 서양인에 비해 우리나라 사람은 비교적 경미한 편이다.  희발 월경 또는 무월경이 흔히 관찰된다. 그러나 대개 배란은 유지되고 임신도 가능하지만 자연 유산 및 선천성 이상의 빈도가 증가한다.  대장 운동이 항진 되어 배변 횟수가 증가하고  때로는 설사를 하기도 한다. 드물게는 남자에서 유방 비대가 생기고 성욕의 감퇴 증상도 보이게 된다.
62,골다공증,골다공증,골다공증은 어떻게 진단하나요?,척추나 대퇴골의 골밀도 검사(이중 에너지 방사선 흡수법(DXA))로 골다공증을 진단할 수 있다. 세계보건기구(WHO)에서는 젊은 성인군 평균치의 2.5 표준편차 이하의 골밀도(T 점수 -2.5 이하)를 골다공증으로  1~2.5표준편차 사이의 골밀도(T 점수 -1.0~-2.5)를 골다공증의 전단계인 골감소증으로 진단한다. 그러나 골감소증이라고 해서 골다공증보다 상태가 좋은 것이라고 안심하면 안 된다.  예를 들면 70대 여성은 T 점수가 -2.0으로 골감소증이어도 T-점수가 -2.5인 50대 골다공증 환자보다 골절의 확률이 더 높으므로 골다공증 치료를 받아야 한다.  또한 폐경 전 여성이나 젊은 남성에서 골다공증이 진단된 경우는 이차적인 원인에 의해서 골다공증이 발생했을 가능성이 높기 때문에 무조건 골다공증 약을 복용하기보다 원인질환을 찾아서 치료하는 것이 더 시급하다. 때문에 전문의의 도움을 받아 골밀도 검사 및 골절이 발생할 수 있는 위험요인을 잘 평가해서 필요한 경우 조기에 치료를 시작하는 것이 중요하다.
63,고지혈증,뇌경색,증상,증상은 막힌 부위에 따라 다양하게 나타날 수 있는데 반신마비  감각이상  언어장애 등이 흔하고 뇌혈관의 끝부분이 막힌 경우는 뇌의 좁은 부위에만 경색이 국한되기 때문에 뇌압 상승이 비교적 경미하여 약물치료만으로 뇌압조절이 가능하나  뇌혈관의 굵은 부위가 막힌 경우는 한쪽 뇌가 대부분 혈액공급을 받지 못해 망가지게 되고 따라서 심한 뇌압의 상승을 유발하게 된다. 이럴 경우 뇌압조절을 위해 뇌수술을 요하게 되는데 심한 경우는 수술로써도 큰 효과를 기대하기 어렵다.  종류에 따른 증상  1. 뇌혈전  뇌의 동맥에 동맥경화가 있으며 내강이 좁아지고  그 부위에 혈액의 체중이 생긴다. 그 때문에 혈전이 생기어 내강을 폐색해 버리는 것이 뇌혈전이다.  보통은 안면을 포함한 한쪽 손발의 마비나 감각의 저하가 생긴다. 혀가 잘 돌지 않는 수가 많고  실어증을 일으키는 수도 있으며  때로는 의식장애가 서서히 심하게 되어 혼수상태에 빠지는 수도 있다.  2. 뇌색전  뇌 이외의 부위에 발생한 혈전(심장질환이 있을 경우에 생기기 쉽다)  세균  종양  지방 따위의 덩어리가 혈액 속에 흘러 들어서  뇌의 동맥에 걸려 폐색시키는 것을 말한다.  뇌혈전과 거의 같은 증세가 나타나지만  갑자기 일어나서  증세가 몇 분만에 나타나는 것이 특징으로  뇌혈전과 같이 시간이 흐름에 따라 서서히 심해지는 경우는 흔치 않다.  3. 출혈성 뇌경색  뇌경색을 일으켜도 막힌 혈전 따위가 자연히 녹아서  다시 혈액이 흐르게 되는 수가 있다. 그렇게 되면 폐색되어 있던 부위에서 앞쪽의 동맥을 혈액이 흘러오지 않았기 때문에 장애되어 있었으므로  혈류가 재개되면 약해진 동맥벽에서 혈액이 배어나와 뇌 속으로 출혈하게 된다. 이것을 출혈성 뇌경색이라고 한다.  자리잡고 있던 뇌경색의 병세가 며칠 있다가 갑자기 악화되었을 때에는 출혈성 뇌경색의 가능성이 있지만  증세가 가벼운 경우에는  CT 스캔이나 뇌혈관 촬영 따위를 하지 않으면 분명하게 알 수 없는 수도 있다.
64,고지혈증,당뇨병,증상,당뇨병의 4대 증상  1. 다뇨 2. 다음 3. 다갈 4. 다식  이것은 스스로 느끼는 최초의 증상으로 많은 양의 소변을 보게 되니까 자연히 갈증이 심해지고  그로 인해 물을 많이 마시게 된다. 그리고 항상 배가 고파서 아무리 먹어도 공복감이 생긴다.  그 외에 체중 감소  쇠약감 등을 호소할 수 있다. 인슐린 의존형 당뇨병에서는 체중의 감소가 아주 심하지만  인슐린 비의존형 당뇨병에서는 약간의 체중 감소가 있을 뿐 흔히 비만한 채로 남아있는 경우가 흔하다.  여성에서는 당뇨로 인해 음부의 가려움증을 호소하는 경우가 흔한데  환자들이 호소하는 증상 중에는 종아리의 경련이나 손가락 끝의 저림 등 비특이적인 것들도 있다. 일반적으로 경련은 흔히 밤에 심하고  발저림의 증상이 발끝에는 잘 생기지 않는것이 특징이다.  변비도 가끔 환자들이 호소하는 증상이며  고혈당으로 안구의 렌즈 굴곡도가 달라져 시력이 떨어지기도 한다.  합병증  당뇨병을 치료하지 않고 그대로 두면 인체 내 여러 곳에 나쁜 영향을 미쳐 치료하기 어려운 합병증이 발생되어 위험한 상태가 될 수 있으므로 조기 진단에 의해 올바른 치료를 계속해야 한다.  1. 혼수 2. 눈의 출혈  백내장  시력장애  망막증 3. 신부전증 4. 신경병증 (팔 다리의 감각상실  수족냉증  야간 통증  경련 등) 5. 상처 치유의 지연 6. 고혈압 7. 고지혈증 8. 동맥경화증 9. 관상동맥 경화증  협심증 10. 감염증(폐렴  칸디다 질염  종기 등)  부스럼  가려움증  또한 위와 장의 자율신경계에 신경병증이 오게 되면 속이 더부룩하고 구토  변비 설사가 일어나기도 하며  방광이나 직장에 오면 대소변을 자신의 의지와 관계없이 보게 되는 요실금이나 대변실금을 나타낼 수 있다.  그 외의 모든 신경에 신경병증을 일으킬 수 있고  그에 따라 여러 가지 증상이 나타날 수 있다.
65,고지혈증,혈관성 치매,증상,초기에는 병에 대한 의식이나 판단력은 비교적 유지가 되는 편이나  우울감 등의 정서적 불안  억제력의 상실  자기 중심적인 태도  자극에 대한 과민한 반응 등이 특징적으로 나타난다.  또한 구음 장애  연하곤란  보행장애 등의 국소적 신경학적 증상이 나타나며  급격하게 발병하며  단계적으로 진행하여 황폐화가 나타날 수 있다.  뇌출혈 등이 원인일 경우에는 보다 급속하게 치매가 발생하며  뇌졸중의 부위에 따라 증상이 다양하게 나타날 수 있다.
66,고지혈증,협심증,증상,가장 중요한 증상은 흉통이다. 흔히 빨리 걷거나 언덕을 오르거나 힘든 일을 할 때  추운 날 따뜻한 실내에 있다가 갑자기 밖으로 나갈 때에 앞가슴의 한가운데를 압박하거나  조이거나 쥐어짜는 듯한 통증으로 나타난다. 이와 함께 어깨나 팔  목  턱으로 통증이 뻗치는 경우도 있고  목을 압박하는 듯한 증상이나 치통을 느끼는 수도 있다.  통증이 심한 경우에는 기운이 빠지면서 진땀이 나고  호흡곤란  울렁거림  가슴이 뛰는 증상을 동반할 수 있다. 한편 고령자나 당뇨병 환자의 경우에는 흉통이 없이 유난히 숨이 찬 증상만으로 나타나기도 한다.  통증의 지속시간은 협심증의 종류에 따라 다소 다르지만  몇 초 또는 몇 분(보통 3~10분)이고  15분 이상은 드물다. 빈도도 여러 가지로 하루에 몇 번씩 발작하는 것과 며칠 또는 몇 개월 만에 발작하는 것도 있다. 협심증은 통증 이외에 별다른 증상은 없다. 협심증 발작이라는 것은 악화되지 않았다 하더라도 비교적 가볍고  금방 괜찮아지기 때문에 그냥 방치하기 쉽다. 그러나 위험성이 높은 질환이므로 일단 증상을 자각했으면 무엇보다도 의사의 진찰을 받는 것이 증상을 악화시키지 않는 방법이다.
67,각막염,헤르페스성 각막염,증상,단순포진성 각막염  Type I  II의 두 가지로 나뉘는데  Type I은 주로 입과 눈에 발생하며  Type II는 주로 생식기에 그 증상이 나타난다. 대개는 한쪽 눈에만 나타나며  4~6% 정도에서 양안에 발병한다.  첫 증상은 흔히 눈의 자극감  눈부심 및 눈물 흘림 등이며  병변이 각막중심에 있을 때에는 시력장애도 동반된다. 발병초기부터 각막의 지각이 저하되는 특징이 있기 때문에 통증을 잘 느끼지 못하여 증상이 경미한 것처럼 오인하게 된다.  가장 대표적인 각막궤양의 모양은 나뭇가지 모양의 궤양(수지상 궤양;Dendritic ulcer)이다. 이것은 초기에는 점모양으로 퍼져 나타나다가 병의 진행과 더불어 선모양으로 모여 나타나는 것이다. 이 궤양은 확대되어 지도모양(geographic ulcer)으로 나타나기도 한다.  동반된 상피하혼탁(subepithelial opacity)은 1년 정도 후 소실된다. 심한 경우 원판형 각막염(disciform keratitis)도 발생한다.  각막궤양이 심할 경우는 홍채모양체염과 더불어 각막의 천공까지 이르는 수도 있다. 이 천공이 일어나면 완전히 실명하는 경우가 많으므로 예견되는 상황에서는 이식수술 등 즉각적인 치료를 한다.  대상포진성 각막염  처음에는 각막지각이 저하되며 미세한 점모양의 혼탁이 점차 심해져서 수지상  원판형으로까지 나타난다. 각막중심부의 부종과 그로 인한 아래쪽의 주름도 나타나고  이 부종이 파열되어 궤양이 나타나기도 한다. 오랜 시간이 경과하면 영구적인 반흔이 남는다.  포도막염(눈의 가장 바깥쪽의 공막과 가장 안쪽의 망막 사이에 있는 포도막에 염증이 생긴 것) 증세도 수주에서 수개월간 지속될 수 있다.
